user_id,product_id,ratings
1,93742,4
1,94535,4
1,95190,4
1,95686,3
1,95852,2
1,97120,2
1,97301,2
1,97414,4
1,98122,3
1,99355,2
1,100605,2
1,100921,4
1,101071,2
1,101429,3
1,103048,5
1,104744,4
1,105445,3
1,105940,4
1,106635,4
1,106768,4
1,106896,5
1,107028,1
1,107034,3
1,107476,1
1,107544,3
1,107562,2
1,107659,2
1,107803,5
1,108296,4
1,109226,3
1,110120,4
1,110651,2
1,110852,3
1,111191,2
1,111444,1
1,112095,5
1,112180,3
1,112224,4
1,112881,1
1,113381,2
1,113459,2
1,114448,3
1,114475,4
1,114800,2
1,115229,5
1,115252,2
1,115935,5
1,116985,3
1,117461,2
1,117478,2
1,118248,3
1,118338,3
1,119103,2
1,119940,3
1,120103,5
1,120277,3
1,120500,3
1,120538,2
1,120551,2
1,120587,1
1,120976,5
1,121312,1
1,121792,1
1,122682,3
1,123021,2
1,123117,4
1,123644,4
1,124140,4
1,124321,4
1,125894,5
1,126438,3
1,126543,3
1,126913,2
1,126961,4
1,127009,3
1,127188,1
1,127923,1
1,128088,4
1,128290,2
1,129160,4
1,129319,4
1,129323,3
1,129353,3
1,129454,5
1,129822,4
1,130360,3
1,130389,5
1,130815,3
1,130881,2
1,131048,3
1,131376,3
1,132361,1
1,132511,3
1,133318,2
1,133420,1
1,134041,3
1,134087,3
1,134163,2
1,134732,3
1,134788,1
1,134847,3
1,135032,4
1,135417,4
1,135875,3
1,136081,3
1,136443,2
2,273,4
2,316,3
2,901,4
2,1713,2
2,1815,2
2,2009,3
2,2552,3
2,2747,3
2,2829,4
2,5023,4
2,5079,5
2,5232,5
2,5420,4
2,5581,3
2,6052,5
2,6133,4
2,6248,4
2,6271,5
2,6544,5
2,7023,3
2,7101,2
2,7208,2
2,7403,3
2,7762,4
2,7837,2
2,7939,3
2,8058,4
2,8063,3
2,8143,5
2,8577,2
2,8589,4
2,8761,3
2,9033,3
2,9292,4
2,9488,3
2,10328,3
2,10938,3
2,11386,2
2,12380,4
2,12861,2
2,12925,2
2,13414,3
2,13461,3
2,13538,5
2,13616,2
2,13859,4
2,13938,3
2,14336,4
2,14396,3
2,16548,3
2,16593,3
2,16676,3
2,16868,3
2,16999,4
2,17351,4
2,17403,2
2,17848,4
2,18151,4
2,18161,1
2,18988,5
2,19229,5
2,19577,3
2,19670,3
2,19919,4
2,20546,2
2,22263,4
2,22505,4
2,22949,5
2,23001,4
2,23767,4
2,24246,4
2,24441,4
2,24522,5
2,24964,2
2,25869,3
2,25968,5
2,27015,3
2,27230,5
2,27359,5
2,28357,2
2,28985,2
2,29002,2
2,29617,3
2,30846,1
2,31120,4
2,31886,3
2,31895,3
2,32415,3
2,33130,1
2,33899,2
2,34181,2
2,34339,2
2,35350,3
2,35754,4
2,35864,2
2,35946,4
2,35959,2
2,35961,3
2,36181,4
2,36657,4
2,36821,4
2,37271,2
2,38148,3
2,38174,3
2,38397,3
2,38533,4
2,38565,4
2,38677,4
2,39359,3
2,39759,3
2,40150,3
2,40578,3
2,40823,2
2,41824,5
2,42109,2
2,42173,4
2,42781,2
2,43498,2
2,43911,2
2,44390,4
2,44794,1
2,45375,4
2,45547,4
2,45934,2
2,46790,4
2,47192,3
2,47349,2
2,47702,4
2,48859,3
2,48925,2
2,49029,2
2,49084,3
2,49312,5
2,49395,4
2,49784,4
2,49904,2
2,50150,5
2,50736,3
2,50884,4
2,50978,3
2,51338,2
2,51847,1
2,52033,4
2,52439,3
2,52627,3
2,52807,3
2,53345,3
2,53918,2
2,54042,1
2,54315,4
2,54405,3
2,54412,1
2,54779,3
2,54905,3
2,55622,3
2,56047,2
2,56287,4
2,56294,3
2,56783,2
2,57462,4
2,57659,2
2,57777,2
2,57948,5
2,58201,3
2,58360,2
2,58552,5
2,58962,4
2,59052,3
2,59272,5
2,59314,3
2,59494,4
2,59636,5
2,60384,4
2,60485,5
2,60886,3
2,60888,5
2,61325,4
2,61398,4
2,61751,3
2,62884,1
2,63219,2
2,63514,4
2,63611,3
2,63945,3
2,63962,4
2,63978,2
2,64004,2
2,64081,3
2,64120,2
2,64330,5
2,66203,3
2,66350,3
2,66376,3
2,66816,1
2,66983,3
2,67123,3
2,67215,5
2,67694,3
2,67749,3
2,68476,3
2,68600,3
2,69218,3
2,69891,2
2,70876,4
2,71341,3
2,71554,2
2,71566,3
2,72017,3
2,72086,2
2,72560,4
2,72779,4
2,73225,4
2,73707,5
2,74249,3
2,74541,5
2,74640,3
2,74793,4
2,74883,3
2,75248,3
2,75278,5
2,75653,4
2,75752,4
2,76030,3
2,76312,5
2,76421,3
2,76784,3
2,78174,4
2,78724,4
2,78917,4
2,79076,2
2,79272,2
2,79275,2
2,79569,2
2,79622,5
2,79626,4
2,79725,5
2,79846,4
2,80521,4
2,81033,1
2,81549,5
2,82703,1
2,82858,1
2,83391,3
2,83569,3
2,83589,4
2,83658,4
2,84153,2
2,84319,4
2,84642,4
2,84683,5
2,84791,2
2,85224,2
2,85258,2
2,85522,2
2,88250,2
2,88651,3
2,88783,4
2,89263,3
2,89979,3
2,89982,3
2,90124,1
2,90135,3
2,90171,4
2,90526,4
2,90650,4
2,90748,3
2,91219,4
2,91266,3
2,91789,2
2,91949,5
2,92784,4
2,93407,5
2,93936,3
2,94014,4
2,94305,2
2,94628,3
2,94909,5
2,95375,2
2,95828,4
2,97219,3
2,97367,3
2,98944,3
2,99045,3
2,99432,4
2,99491,3
2,100800,2
2,101107,2
2,101219,2
2,101437,2
2,101890,3
2,102059,3
2,102810,4
2,105078,2
2,105694,5
2,105929,5
2,106317,3
2,106641,5
2,106742,4
2,106834,4
2,107991,3
2,108238,5
2,108507,2
2,108597,2
2,108811,3
2,109610,4
2,111732,5
2,112191,3
2,112307,5
2,113032,4
2,113923,5
2,113954,4
2,113986,4
2,114203,3
2,114759,5
2,114925,1
2,115227,4
2,115424,3
2,116053,1
2,116204,3
2,116601,4
2,116696,2
2,117107,2
2,117385,2
2,117421,3
2,118003,3
2,119106,2
2,119332,3
2,119665,4
2,120894,4
2,121520,2
2,122551,2
2,122874,3
2,123721,4
2,123897,4
2,124247,5
2,124439,1
2,124839,5
2,124923,2
2,125394,2
2,125436,1
2,125638,2
2,125713,4
2,126393,3
2,127719,3
2,127840,2
2,128602,3
2,129160,3
2,129323,2
2,132651,4
2,133222,3
2,134318,4
2,134551,3
2,134664,3
2,134697,4
2,134732,3
2,134871,5
2,134954,4
2,136076,3
3,425,1
3,755,4
3,880,1
3,3384,4
3,3844,5
3,5215,4
3,5846,4
3,6605,1
3,7002,5
3,7258,5
3,9006,5
3,9008,5
3,11941,5
3,14078,5
3,14484,5
3,14580,2
3,15836,5
3,16548,2
3,19670,2
3,20562,1
3,21209,5
3,23156,2
3,26504,5
3,28664,4
3,29305,2
3,29331,1
3,29427,4
3,31646,4
3,34027,1
3,36647,2
3,40411,4
3,40657,2
3,41015,2
3,43267,4
3,44902,1
3,45277,2
3,47464,1
3,47981,3
3,48115,2
3,49585,2
3,51011,2
3,51156,4
3,51382,4
3,51866,1
3,53504,4
3,55622,1
3,57792,1
3,58799,5
3,59165,2
3,60541,1
3,62920,2
3,64536,5
3,65392,4
3,66350,4
3,66633,2
3,67988,4
3,69354,3
3,70720,2
3,71359,1
3,71440,1
3,72085,4
3,73545,1
3,73616,4
3,74793,2
3,77067,5
3,77427,1
3,79875,4
3,80578,3
3,81030,1
3,83789,2
3,87039,5
3,88783,5
3,90558,2
3,91021,5
3,91533,4
3,91814,4
3,94535,4
3,96674,4
3,96694,3
3,96773,2
3,97005,2
3,97283,3
3,97760,4
3,98154,5
3,99363,2
3,99866,2
3,100757,2
3,100821,1
3,101833,1
3,102759,4
3,104551,3
3,105871,4
3,107001,2
3,107388,2
3,107991,3
3,108587,1
3,109874,4
3,109990,1
3,111191,5
3,111278,5
3,113078,2
3,117286,1
3,118500,1
3,119460,4
3,119551,1
3,120913,1
3,122215,2
3,123723,2
3,123782,5
3,123813,4
3,124748,4
3,125176,1
3,125954,4
3,127725,1
3,129505,3
3,132325,1
3,133711,4
3,134569,3
3,134847,5
3,135188,1
3,135753,5
3,136026,2
4,510,1
4,10714,3
4,11525,2
4,12419,1
4,14335,1
4,15512,3
4,16295,5
4,17074,1
4,17355,5
4,18927,1
4,19307,5
4,19362,1
4,23314,2
4,23998,4
4,24407,1
4,25182,4
4,26703,1
4,27560,1
4,28652,5
4,31231,4
4,32438,3
4,34995,1
4,36126,5
4,38533,5
4,41104,1
4,45630,5
4,48300,3
4,51521,5
4,52646,5
4,52685,1
4,54595,4
4,57557,4
4,57951,1
4,58701,3
4,58777,2
4,61077,2
4,62250,5
4,66054,3
4,69319,1
4,71403,3
4,72017,1
4,73707,1
4,75632,1
4,75728,1
4,75819,5
4,77198,5
4,77916,1
4,78136,3
4,86341,1
4,86486,4
4,87520,1
4,93094,1
4,95315,1
4,97330,1
4,97474,5
4,97845,4
4,99602,1
4,100966,5
4,103971,3
4,105213,2
4,105433,4
4,105633,5
4,112375,5
4,113052,5
4,114440,1
4,114848,4
4,127924,4
4,132673,1
4,134732,1
4,135513,5
5,15503,3
5,19299,4
5,22763,3
5,25247,4
5,26302,4
5,30279,3
5,39243,4
5,42906,2
5,43687,5
5,45630,2
5,47703,4
5,50414,3
5,54307,3
5,54335,5
5,54959,4
5,55808,4
5,74273,4
5,89284,3
5,102348,4
5,110408,3
5,131048,3
6,67,1
6,69,1
6,137,5
6,157,3
6,289,5
6,366,3
6,370,1
6,545,5
6,641,3
6,742,1
6,799,4
6,821,3
6,833,3
6,972,5
6,1090,1
6,1196,4
6,1291,3
6,1395,1
6,1461,4
6,1650,5
6,1896,1
6,2002,3
6,2033,5
6,2041,1
6,2233,5
6,2245,5
6,2282,4
6,2334,4
6,2498,1
6,2545,3
6,2729,2
6,2776,2
6,3121,5
6,3128,1
6,3432,5
6,3491,5
6,3632,5
6,3732,3
6,3772,1
6,3774,5
6,3789,3
6,4034,5
6,4285,5
6,4371,1
6,4415,5
6,4462,3
6,4505,2
6,4532,4
6,4605,2
6,4701,4
6,4745,4
6,4778,5
6,4856,1
6,4889,2
6,4961,3
6,4994,4
6,5098,1
6,5223,2
6,5376,4
6,5627,3
6,5681,1
6,5700,1
6,5703,5
6,5717,4
6,5880,5
6,5956,1
6,6014,4
6,6227,4
6,6292,3
6,6324,2
6,6374,4
6,6609,2
6,6649,2
6,6729,5
6,7013,2
6,7128,2
6,7171,5
6,7330,5
6,7650,3
6,7737,5
6,7764,3
6,8213,3
6,8317,4
6,8367,3
6,8384,3
6,8636,5
6,8647,3
6,8658,3
6,8781,4
6,9027,5
6,9308,1
6,9362,5
6,9546,2
6,9663,5
6,10144,3
6,10198,3
6,10211,5
6,10220,4
6,10819,3
6,10862,3
6,10888,2
6,10963,3
6,11015,4
6,11149,1
6,11187,4
6,11378,2
6,11455,3
6,11539,5
6,11596,3
6,11608,1
6,11652,1
6,11737,3
6,11757,2
6,11828,5
6,11844,5
6,11918,3
6,11973,1
6,11997,5
6,12019,4
6,12041,3
6,12120,1
6,12180,4
6,12395,3
6,12473,1
6,12580,3
6,12709,5
6,12717,4
6,12781,1
6,12841,1
6,12960,5
6,13142,5
6,13210,5
6,13232,5
6,13275,3
6,13285,2
6,13325,1
6,13331,2
6,13435,2
6,13469,3
6,13760,3
6,13836,3
6,13943,4
6,14039,5
6,14053,3
6,14096,1
6,14509,4
6,14594,5
6,14597,2
6,14623,2
6,14707,1
6,14734,4
6,14757,1
6,14808,3
6,14809,4
6,14827,1
6,14898,4
6,14902,3
6,14916,2
6,15099,3
6,15182,3
6,15194,3
6,15206,5
6,15207,5
6,15282,3
6,15333,4
6,15586,3
6,15635,1
6,15769,2
6,15976,3
6,16132,1
6,16201,5
6,16318,1
6,16635,4
6,16719,3
6,16751,5
6,17020,5
6,17029,2
6,17032,2
6,17096,5
6,17176,4
6,17511,2
6,17522,3
6,17565,2
6,17622,4
6,17664,4
6,17813,5
6,18014,1
6,18040,5
6,18052,5
6,18053,3
6,18118,3
6,18277,5
6,18290,3
6,18327,1
6,18420,2
6,18607,1
6,18621,2
6,18650,3
6,18797,3
6,19006,4
6,19118,3
6,19299,1
6,19461,4
6,19499,3
6,19777,3
6,19809,2
6,19932,1
6,20018,4
6,20128,4
6,20148,5
6,20322,4
6,20427,5
6,20443,3
6,20630,5
6,21226,5
6,21255,2
6,21276,5
6,21306,5
6,21337,2
6,21392,2
6,21403,2
6,21546,3
6,21944,5
6,21991,3
6,22046,5
6,22227,1
6,22288,2
6,22331,3
6,22388,1
6,22424,2
6,22550,4
6,22653,1
6,22746,3
6,22763,2
6,22914,2
6,22966,3
6,23013,3
6,23061,3
6,23179,3
6,23268,3
6,23550,5
6,23635,3
6,23689,1
6,23705,5
6,23731,4
6,23806,2
6,23964,2
6,23969,5
6,23973,3
6,24129,4
6,24423,3
6,24592,3
6,24594,2
6,24613,5
6,24874,2
6,24883,3
6,24923,4
6,24927,2
6,25102,5
6,25133,1
6,25182,4
6,25336,4
6,25395,4
6,25569,5
6,25701,2
6,25763,5
6,25886,3
6,26018,4
6,26072,3
6,26180,3
6,26196,4
6,26256,4
6,26305,4
6,26310,4
6,26375,3
6,26465,1
6,26616,3
6,26723,4
6,27056,3
6,27164,2
6,27250,4
6,27267,4
6,27281,4
6,27310,4
6,27388,3
6,27399,3
6,27410,3
6,27609,3
6,27657,4
6,27709,5
6,27756,1
6,27816,5
6,27843,4
6,28098,3
6,28229,4
6,28286,3
6,28642,1
6,28663,2
6,28881,5
6,28922,5
6,29068,4
6,29416,3
6,29504,2
6,29581,5
6,29911,1
6,29984,4
6,30026,4
6,30266,5
6,30289,1
6,30296,4
6,30635,5
6,30703,1
6,30772,3
6,30843,5
6,30993,3
6,31094,5
6,31192,4
6,31511,5
6,31570,5
6,31607,2
6,31689,2
6,31762,1
6,31820,2
6,31925,2
6,32118,2
6,32137,1
6,32224,1
6,32336,5
6,32754,4
6,33149,5
6,33548,3
6,33549,1
6,33572,5
6,33680,1
6,33851,5
6,34047,3
6,34154,2
6,34163,5
6,34442,3
6,34501,5
6,34751,2
6,34759,4
6,34911,3
6,34919,4
6,35412,4
6,35431,1
6,35480,2
6,35523,1
6,35607,4
6,35687,4
6,35700,3
6,35880,3
6,35908,4
6,35932,1
6,35943,4
6,35999,3
6,36044,3
6,36123,3
6,36247,5
6,36288,1
6,36415,3
6,36481,2
6,36533,2
6,36671,2
6,36916,3
6,36961,5
6,37107,5
6,37177,2
6,37201,5
6,37226,1
6,37311,4
6,37400,5
6,37410,1
6,37425,3
6,37461,4
6,37483,4
6,37601,2
6,37697,4
6,37798,2
6,37858,3
6,37862,3
6,37993,5
6,38267,1
6,38279,5
6,38301,1
6,38309,3
6,38319,5
6,38415,5
6,38516,4
6,38581,3
6,38610,3
6,38677,5
6,38871,1
6,38950,3
6,38978,4
6,39256,3
6,39447,3
6,39460,3
6,39596,5
6,39597,3
6,39671,4
6,39677,2
6,39779,1
6,39828,1
6,39995,4
6,40063,3
6,40076,5
6,40162,3
6,40298,2
6,40380,2
6,40692,3
6,40938,4
6,41050,3
6,41073,1
6,41076,1
6,41087,4
6,41097,5
6,41173,1
6,41429,5
6,41458,1
6,41482,2
6,41572,1
6,41916,2
6,41931,4
6,42011,5
6,42101,2
6,42164,5
6,42276,4
6,42333,2
6,42347,4
6,42516,3
6,42586,3
6,42781,5
6,42868,2
6,42981,5
6,43083,4
6,43134,3
6,43154,2
6,43324,3
6,43340,1
6,43377,4
6,43419,4
6,43507,3
6,43546,5
6,43617,1
6,43689,2
6,43720,3
6,43782,4
6,43799,4
6,43827,3
6,43893,5
6,43934,4
6,43990,5
6,44182,2
6,44310,2
6,44466,1
6,44539,5
6,44545,3
6,44639,5
6,44650,5
6,44741,1
6,44856,2
6,45014,1
6,45026,3
6,45094,1
6,45171,5
6,45215,2
6,45610,4
6,45630,4
6,45742,3
6,45839,3
6,45864,3
6,45892,3
6,45926,2
6,46042,2
6,46218,4
6,46682,1
6,46703,5
6,46770,1
6,46791,5
6,46843,3
6,46888,2
6,47015,4
6,47072,4
6,47097,5
6,47149,4
6,47156,2
6,47391,4
6,47645,3
6,47649,5
6,47809,1
6,48194,5
6,48244,1
6,48369,4
6,48373,4
6,48620,1
6,48649,5
6,49232,3
6,49401,2
6,49459,2
6,49603,5
6,49616,2
6,49697,1
6,49784,5
6,49799,1
6,49854,3
6,50074,3
6,50458,3
6,50497,4
6,50520,2
6,50530,3
6,50591,3
6,50612,4
6,50957,2
6,51001,4
6,51071,2
6,51165,2
6,51314,2
6,51365,3
6,51530,2
6,51659,3
6,51711,4
6,51773,1
6,51851,1
6,52022,5
6,52083,5
6,52123,4
6,52187,3
6,52286,4
6,52288,2
6,52338,1
6,52402,5
6,52671,4
6,52766,5
6,52858,4
6,52980,1
6,53096,4
6,53375,3
6,53514,3
6,53527,4
6,53551,4
6,53625,2
6,53635,4
6,53638,1
6,53647,2
6,53670,4
6,53928,3
6,54329,5
6,54597,4
6,54762,5
6,54790,4
6,54907,1
6,54984,2
6,55005,3
6,55028,3
6,55153,1
6,55239,4
6,55246,5
6,55266,3
6,55490,5
6,55662,5
6,55842,4
6,55868,4
6,55940,5
6,56042,4
6,56091,3
6,56137,4
6,56246,4
6,56308,3
6,56577,4
6,56660,2
6,56677,2
6,56679,3
6,56680,3
6,56691,2
6,56701,1
6,56800,2
6,57019,4
6,57146,4
6,57170,3
6,57180,5
6,57260,1
6,57471,3
6,57689,2
6,57760,2
6,57951,2
6,57959,1
6,58019,1
6,58097,4
6,58099,3
6,58100,4
6,58288,3
6,58318,3
6,58339,5
6,58346,2
6,58748,5
6,59195,5
6,59296,5
6,59549,5
6,59895,1
6,60321,4
6,60373,1
6,60447,2
6,60465,4
6,60720,5
6,60725,1
6,60728,4
6,60898,3
6,60960,2
6,60970,3
6,61448,5
6,61455,1
6,61545,1
6,61598,1
6,61611,3
6,61622,5
6,61658,3
6,61659,5
6,61750,4
6,61786,5
6,61958,1
6,62151,3
6,62378,3
6,62395,3
6,62443,4
6,62500,3
6,62770,2
6,63083,3
6,63104,3
6,63168,1
6,63174,3
6,63391,2
6,63462,1
6,63604,3
6,63613,3
6,63836,5
6,63875,4
6,63889,5
6,63964,4
6,63977,3
6,64025,3
6,64117,1
6,64125,4
6,64309,1
6,64441,4
6,64547,3
6,64613,4
6,64632,3
6,64750,2
6,64877,3
6,64930,3
6,64951,3
6,65014,3
6,65128,4
6,65152,3
6,65153,1
6,65173,3
6,65258,1
6,65396,4
6,65446,2
6,65450,3
6,65599,2
6,65878,2
6,65892,3
6,66026,3
6,66054,5
6,66062,3
6,66090,3
6,66100,2
6,66122,4
6,66123,2
6,66267,3
6,66269,4
6,66359,2
6,66417,5
6,66537,5
6,66808,4
6,67021,5
6,67077,5
6,67215,1
6,67420,1
6,67473,5
6,67709,4
6,67839,2
6,67923,1
6,68206,1
6,68252,1
6,68261,3
6,68293,5
6,68377,1
6,68408,2
6,68549,3
6,68553,3
6,68644,5
6,68750,3
6,68864,3
6,68985,4
6,69089,3
6,69162,2
6,69179,1
6,69236,4
6,69243,4
6,69319,3
6,69380,1
6,69442,1
6,69580,3
6,69780,3
6,69798,3
6,69939,3
6,70010,3
6,70221,4
6,70274,3
6,70351,5
6,70446,5
6,70460,2
6,70670,1
6,70759,3
6,70875,1
6,70941,2
6,70988,1
6,71203,3
6,71326,4
6,71525,3
6,71730,3
6,71773,3
6,71916,2
6,71947,3
6,72081,5
6,72177,4
6,72258,3
6,72319,2
6,72355,4
6,72393,4
6,72438,3
6,72533,1
6,72634,3
6,72639,2
6,72770,3
6,72832,2
6,72865,3
6,72958,4
6,73161,4
6,73253,4
6,73256,3
6,73262,2
6,73282,5
6,73283,4
6,73358,1
6,73473,4
6,73601,2
6,73641,2
6,73737,2
6,73894,1
6,73960,1
6,74035,2
6,74065,3
6,74148,5
6,74339,3
6,74444,3
6,74452,5
6,74572,5
6,74688,4
6,74825,2
6,75038,4
6,75077,2
6,75110,1
6,75138,1
6,75149,3
6,75190,3
6,75252,4
6,75536,3
6,75572,3
6,75583,4
6,75699,3
6,75773,5
6,75788,5
6,75837,4
6,75842,3
6,75859,4
6,75869,3
6,75910,3
6,75956,1
6,76107,2
6,76154,1
6,76175,3
6,76514,1
6,76654,5
6,76677,3
6,76922,4
6,76973,4
6,77048,4
6,77269,5
6,77271,1
6,77429,3
6,77548,4
6,77610,5
6,77636,1
6,77662,4
6,77888,5
6,77916,2
6,77933,5
6,78072,3
6,78354,5
6,78566,3
6,78750,3
6,78858,2
6,78873,3
6,79162,2
6,79249,3
6,79638,2
6,79779,5
6,79804,2
6,79854,4
6,80099,1
6,80109,2
6,80160,5
6,80235,3
6,80304,1
6,80395,5
6,80414,1
6,80457,3
6,80551,5
6,80663,5
6,80791,3
6,80957,4
6,81035,2
6,81089,3
6,81099,5
6,81100,3
6,81388,2
6,81403,5
6,81473,3
6,81560,5
6,81607,3
6,81713,2
6,81777,2
6,81864,3
6,81999,2
6,82156,4
6,82431,4
6,82473,3
6,82529,1
6,82588,1
6,82599,4
6,82788,3
6,82873,5
6,82914,1
6,83261,4
6,83289,3
6,83359,5
6,83370,2
6,83506,2
6,83543,4
6,83720,5
6,83900,3
6,83962,5
6,83984,3
6,84099,3
6,84272,2
6,84297,1
6,84372,3
6,84385,1
6,84451,5
6,84734,1
6,84873,3
6,84947,4
6,85042,5
6,85117,3
6,85214,1
6,85617,3
6,85636,1
6,85746,5
6,85983,2
6,86198,3
6,86403,1
6,86457,3
6,86488,1
6,86566,3
6,86690,3
6,86766,4
6,86778,1
6,86861,3
6,86871,5
6,86888,3
6,86946,4
6,87047,1
6,87066,3
6,87132,3
6,87190,3
6,87317,3
6,87381,5
6,87493,4
6,87615,3
6,87725,1
6,87838,4
6,87880,2
6,87893,5
6,88024,4
6,88225,5
6,88315,4
6,88660,2
6,88702,3
6,88754,5
6,88790,5
6,88923,3
6,88932,4
6,89107,2
6,89139,4
6,89148,4
6,89363,3
6,89374,1
6,89424,4
6,89446,4
6,89566,2
6,89676,2
6,90032,5
6,90172,3
6,90379,4
6,90409,3
6,90422,4
6,90616,2
6,90873,4
6,90920,5
6,90944,3
6,91158,1
6,91433,5
6,91459,4
6,91502,3
6,91658,2
6,91791,3
6,91987,5
6,91997,4
6,92043,5
6,92051,3
6,92392,4
6,92475,4
6,92540,4
6,92689,3
6,92761,1
6,93134,5
6,93446,2
6,93970,5
6,93988,2
6,93993,2
6,94105,4
6,94110,1
6,94171,5
6,94210,4
6,94212,4
6,94219,2
6,94448,2
6,94528,3
6,94535,5
6,94766,5
6,94996,5
6,94998,2
6,95063,2
6,95285,5
6,95525,5
6,95705,1
6,95803,2
6,95834,4
6,96120,3
6,96148,3
6,96189,2
6,96250,3
6,96253,1
6,96264,3
6,96327,3
6,96354,3
6,96387,5
6,96658,4
6,96724,3
6,96736,1
6,96991,2
6,96996,1
6,97165,5
6,97444,4
6,97478,5
6,97494,4
6,97678,5
6,97793,5
6,98024,3
6,98051,3
6,98282,2
6,98609,3
6,98626,4
6,98905,5
6,98988,3
6,99084,2
6,99178,2
6,99234,5
6,99262,4
6,99285,1
6,99457,5
6,99539,1
6,99821,4
6,99902,5
6,100002,4
6,100086,2
6,100161,3
6,100179,1
6,100335,1
6,100419,3
6,100443,2
6,100682,5
6,100693,3
6,100754,1
